# fname,class
97329.png.png,1
97427.png,4
97567.png,1
97567.png.png,1
97606.png,4
97697.png,4
97761.png,0
97819.png,4
97909.png,0
97942.png,1
98006.png,0
98057.png,4
98131.png,3
98143.png,0
98182.png,4
98359.png,1
98359.png.png,1
98416.png,1
98441.png,0
98499.png,0
98541.png,0
98584.png,4
98632.png,1
98632.png.png,1
98652.png,4
98652.png.png,1
9890.png,4
98944.png,1
98971.png,1
98971.png.png,1
99088.png,1
99112.png,3
99128.png,1
99128.png.png,1
99130.png,1
99130.png.png,1
99178.png,4
99213.png,4
99215.png,4
99215.png.png,1
99256.png,4
99286.png,0
99315.png,1
99318.png,3
99329.png,0
99389.png,3
99473.png,4
99516.png,3
99530.png,0
99547.png,1
99606.png,1
99636.png,1
99636.png.png,1
99894.png,1
99894.png.png,1
99939.png,4
